-0.8678696155548096, -0.179716557264328;
-0.8678696155548096, -0.179716557264328;
-0.8677791357040405, -0.179237499833107;
-0.8677791357040405, -0.179237499833107;
-0.8676885962486267, -0.178758442401886;
-0.8676885962486267, -0.178758442401886;
-0.8675980567932129, -0.17827938497066498;
-0.8675980567932129, -0.17827938497066498;
-0.8675075769424438, -0.17780032753944397;
-0.8675075769424438, -0.17780032753944397;
-0.8674170970916748, -0.17732127010822296;
-0.8674170970916748, -0.17732127010822296;
-0.867326557636261, -0.17684221267700195;
-0.867326557636261, -0.17684221267700195;
-0.8672360181808472, -0.17636317014694214;
-0.8672360181808472, -0.17636317014694214;
-0.8671455383300781, -0.17588411271572113;
-0.8671455383300781, -0.17588411271572113;
-0.8670337200164795, -0.17529192566871643;
-0.8670337200164795, -0.17529192566871643;
-0.8669219017028809, -0.17469973862171173;
-0.8669219017028809, -0.17469973862171173;
-0.8668100833892822, -0.17410755157470703;
-0.8668100833892822, -0.17410755157470703;
-0.8666982650756836, -0.17351536452770233;
-0.8666982650756836, -0.17351536452770233;
-0.866586446762085, -0.17292317748069763;
-0.866586446762085, -0.17292317748069763;
-0.8664746284484863, -0.17233099043369293;
-0.8664746284484863, -0.17233099043369293;
-0.8663628101348877, -0.17173880338668823;
-0.8663628101348877, -0.17173880338668823;
-0.8662510514259338, -0.17114661633968353;
-0.8662510514259338, -0.17114661633968353;
-0.86616051197052, -0.17105171084403992;
-0.86616051197052, -0.17105171084403992;
-0.866070032119751, -0.1709567904472351;
-0.866070032119751, -0.1709567904472351;
-0.8659795522689819, -0.1708618700504303;
-0.8659795522689819, -0.1708618700504303;
-0.8658890128135681, -0.1707669496536255;
-0.8658890128135681, -0.1707669496536255;
-0.8657984733581543, -0.17067202925682068;
-0.8657984733581543, -0.17067202925682068;
-0.8657079935073853, -0.17057710886001587;
-0.8657079935073853, -0.17057710886001587;
-0.8656175136566162, -0.17048218846321106;
-0.8656175136566162, -0.17048218846321106;
-0.8655269742012024, -0.17038728296756744;
-0.8655269742012024, -0.17038728296756744;
-0.8654152154922485, -0.17023912072181702;
-0.8654152154922485, -0.17023912072181702;
-0.8653033971786499, -0.1700909435749054;
-0.8653033971786499, -0.1700909435749054;
-0.8651915788650513, -0.16994276642799377;
-0.8651915788650513, -0.16994276642799377;
-0.8650797605514526, -0.16979460418224335;
-0.8650797605514526, -0.16979460418224335;
-0.864967942237854, -0.16964644193649292;
-0.864967942237854, -0.16964644193649292;
-0.8648561239242554, -0.1694982647895813;
-0.8648561239242554, -0.1694982647895813;
-0.8647443056106567, -0.16935008764266968;
-0.8647443056106567, -0.16935008764266968;
-0.8646324872970581, -0.16920192539691925;
-0.8646324872970581, -0.16920192539691925;
-0.8645420074462891, -0.16909310221672058;
-0.8645420074462891, -0.16909310221672058;
-0.8644514679908752, -0.1689842939376831;
-0.8644514679908752, -0.1689842939376831;
-0.8643609285354614, -0.16887548565864563;
-0.8643609285354614, -0.16887548565864563;
-0.8642704486846924, -0.16876667737960815;
-0.8642704486846924, -0.16876667737960815;
-0.8641799688339233, -0.16865786910057068;
-0.8641799688339233, -0.16865786910057068;
-0.8640894293785095, -0.1685490608215332;
-0.8640894293785095, -0.1685490608215332;
-0.8639988899230957, -0.16844025254249573;
-0.8639988899230957, -0.16844025254249573;
-0.8639084100723267, -0.16833142936229706;
-0.8639084100723267, -0.16833142936229706;
-0.863796591758728, -0.1681962013244629;
-0.863796591758728, -0.1681962013244629;
-0.8636847734451294, -0.16806095838546753;
-0.8636847734451294, -0.16806095838546753;
-0.8635729551315308, -0.16792573034763336;
-0.8635729551315308, -0.16792573034763336;
-0.8634611368179321, -0.1677905023097992;
-0.8634611368179321, -0.1677905023097992;
-0.8633493185043335, -0.16765527427196503;
-0.8633493185043335, -0.16765527427196503;
-0.8632375001907349, -0.16752004623413086;
-0.8632375001907349, -0.16752004623413086;
-0.8631256818771362, -0.1673848032951355;
-0.8631256818771362, -0.1673848032951355;
-0.8630139231681824, -0.16724957525730133;
-0.8630139231681824, -0.16724957525730133;
-0.8629233837127686, -0.16712796688079834;
-0.8629233837127686, -0.16712796688079834;
-0.8628329038619995, -0.16700637340545654;
-0.8628329038619995, -0.16700637340545654;
-0.8627424240112305, -0.16688477993011475;
-0.8627424240112305, -0.16688477993011475;
-0.8626518845558167, -0.16676318645477295;
-0.8626518845558167, -0.16676318645477295;
-0.8625613451004028, -0.16664159297943115;
-0.8625613451004028, -0.16664159297943115;
-0.8624708652496338, -0.16651998460292816;
-0.8624708652496338, -0.16651998460292816;
-0.8623803853988647, -0.16639837622642517;
-0.8623803853988647, -0.16639837622642517;
-0.8622898459434509, -0.16627678275108337;
-0.8622898459434509, -0.16627678275108337;
-0.8621780872344971, -0.16614151000976562;
-0.8621780872344971, -0.16614151000976562;
-0.8620662689208984, -0.16600623726844788;
-0.8620662689208984, -0.16600623726844788;
-0.8619544506072998, -0.16587096452713013;
-0.8619544506072998, -0.16587096452713013;
-0.8618426322937012, -0.16573569178581238;
-0.8618426322937012, -0.16573569178581238;
-0.8617308139801025, -0.16560041904449463;
-0.8617308139801025, -0.16560041904449463;
-0.8616189956665039, -0.16546514630317688;
-0.8616189956665039, -0.16546514630317688;
-0.8615071773529053, -0.16532987356185913;
-0.8615071773529053, -0.16532987356185913;
-0.8613953590393066, -0.16519460082054138;
-0.8613953590393066, -0.16519460082054138;
-0.8613048791885376, -0.1651158630847931;
-0.8613048791885376, -0.1651158630847931;
-0.8612143397331238, -0.1650371253490448;
-0.8612143397331238, -0.1650371253490448;
-0.86112380027771, -0.1649583876132965;
-0.86112380027771, -0.1649583876132965;
